uniqueID,drugName,condition,review,rating,date,usefulCount,year,effectiveness,effectiveness_encoded,drugName_top,condition_top,drug_Acetaminophen,drug_Acetaminophen / aspirin / caffeine,drug_Acetaminophen / butalbital,drug_Acetaminophen / butalbital / caffeine,drug_Acetaminophen / butalbital / caffeine / codeine,drug_Acetaminophen / caffeine / isometheptene mucate,drug_Acetaminophen / dichloralphenazone / isometheptene mucate,drug_Acetaminophen / diphenhydramine,drug_Acetaminophen / hydrocodone,drug_Acetaminophen / oxycodone,drug_Acetaminophen / pamabrom,drug_Acetaminophen / phenyltoloxamine,drug_Advil,drug_Aleve,drug_Aspirin,drug_Aspirin / butalbital / caffeine,drug_Aspirin / butalbital / caffeine / codeine,drug_Celebrex,drug_Diclofenac,drug_Diclofenac / misoprostol,drug_Esomeprazole / naproxen,drug_Famotidine / ibuprofen,drug_Ibuprofen,drug_Indomethacin,drug_Meloxicam,drug_Motrin,drug_Naproxen,drug_Naproxen / sumatriptan,drug_Other,drug_Oxycodone,drug_Tramadol,condition_back pain,condition_chronic pain,condition_cluster headaches,condition_headache,condition_juvenile rheumatoid arthritis,condition_migraine,condition_muscle pain,condition_neck pain,condition_osteoarthritis,condition_rheumatoid arthritis,condition_sciatica,condition_spondyloarthritis,condition_toothache,review_length,review_word_count,has_positive_keywords,has_negative_keywords,avg_word_length,compound,neg,neu,pos
1.1171845664494284,Oxycodone,chronic pain,"""I&#039;ve been taking oxycodone for roughly 5 years....I&#039;ve gone a few weekends without it before because I&#039;ve ran out but never experienced any withdrawal symptoms.  It works great if you take it exactly when you need to and don&#039;t exceed your prescribed amount or take it early.  I&#039;ve been living with chronic pain for years...have had a complete joint replacement on one side and and anchor placed on the other side of my jaw. The surgeries help immensely but I&#039;ll still always be in pain.  Been taking the same dosage of 10mg 3x a day for the 5 years and yes my body is used to the effects so it doesn&#039;t work as well but it works well enough and I refuse to take a higher dosage or more pills per day because...well let&#039;s face it..this medicine is scarey""",8,18-Dec-16,-0.202012127861,0.9458895605672248,Effective,2,Oxycodone,chronic pain,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.9237275304572583,1.7630962451544336,0.9732646579878412,0.7165639484992682,0.1403177736357702,0.3997,0.105,0.78,0.115
-0.7123216308621483,Aleve,back pain,"""I love Aleve! It makes all my lower back pain disappear, I feel like a new person.""",10,12-Aug-10,0.3887907846540819,-1.2536260795669862,Effective,2,Aleve,back pain,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1.0614721476701467,-1.0193197009301762,-1.0274697553155094,0.7165639484992682,-0.8464995784270504,0.1511,0.315,0.41,0.275
0.8284763465477284,Meloxicam,osteoarthritis,"""I have been using Mobic to relieve the pain from my Spinal Fusion I had in March/2001. I was previously on Bextra that was discontinued. I find this medication to work just as good as Bextra did.""",10,25-Sep-09,-0.1325059028592257,-1.6202120195893548,Effective,2,Meloxicam,osteoarthritis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.586362903123109,-0.5631859392769615,-1.0274697553155094,0.7165639484992682,-0.3496539514620131,0.2732,0.083,0.781,0.136
-1.3765120705509115,Acetaminophen / oxycodone,chronic pain,"""This med helps to take the edge off enough for the pain to be tolerable. I take HCL 15 mg one every 6 hours. Compared to hydrocodone this is much better and faster relief. Just be careful what you take with it.""",6,10-Nov-17,-1.036086827882292,1.3124755005895934,Partially Effective,1,Acetaminophen / oxycodone,chronic pain,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.5232953042894314,-0.4491524988636577,0.9732646579878412,0.7165639484992682,-0.7454925004176751,0.7096,0.068,0.722,0.21
-0.1542556079422403,Acetaminophen / butalbital / caffeine,headache,"""I have been suffering from terrible allergies due to hay fever.  The allergies caused horrible headaches.  Doctor gave me a prescription for butalbital (Fioricet). It helped so much. I was taking Excedrin migraine however it was keeping me up at night. Everyone who suffers must try it. It is inexpensive compared to most migraine medications.""",9,19-Sep-11,-1.036086827882292,-0.8870401395446178,Effective,2,Acetaminophen / butalbital / caffeine,headache,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0359040720358431,-0.1526655537890682,0.9732646579878412,0.7165639484992682,0.927552009883074,-0.9153,0.207,0.793,0.0
0.7931912820219175,Aspirin / butalbital / caffeine,migraine,"""This drug is phenomenal for migraines as long as you catch it early.""",10,27-Apr-09,-0.3062714653636615,-1.6202120195893548,Effective,2,Aspirin / butalbital / caffeine,migraine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-1.1203352399149125,-1.1105464532608191,-1.0274697553155094,-1.39554885798308,-0.1938384589818541,0.0,0.0,1.0,0.0
0.6830958231795802,Acetaminophen / dichloralphenazone / isometheptene mucate,headache,"""Midrin, Epidrin, isometheptene-dichloralphenazone-acetaminophen, Isometh/Dich/Apap 65-100-325, whatever variation of name it is dispensed as, it is the best migraine treatment for me. It must be administered early into the headache or it is much less effective. That&#039;s the only downside, and one I&#039;ve managed to deal with successfully over many years now.  I take 2 capsules at onset and one more tablet each hour after as needed (usually total of three capsules is enough!) Only side affect is it makes me sleepy. I went through two years trying out various Rx&#039;s, shots, treatments with my doctor, but once we tried Midrin I got my life back.The difficulty getting it lately has me jumping through hoops and the price skyrocketed, but it&#039;s worth it.""",10,10-Mar-17,-0.9665806028805178,1.3124755005895934,Effective,2,Acetaminophen / dichloralphenazone / isometheptene mucate,headache,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.8312283855011984,1.3753825477492012,0.9732646579878412,-1.39554885798308,1.0312385603046208,0.564,0.037,0.89,0.073
0.7043308024030296,Diclofenac,back pain,"""Amazing topical relief. I 100% recommend it.""",10,6-Sep-09,-0.2715183528627743,-1.6202120195893548,Effective,2,Diclofenac,back pain,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1.221243398048797,-1.2473865817567835,0.9732646579878412,-1.39554885798308,1.577670293797964,0.8555,0.0,0.242,0.758
-1.0930705293314142,Acetaminophen / hydrocodone,back pain,"""Given for back pain due to ruptured disc it works fairly well. Thanks""",10,27-Oct-13,0.2845314471514203,-0.1538682594998807,Effective,2,Acetaminophen / hydrocodone,back pain,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1.1161307333260009,-1.1105464532608191,0.9732646579878412,0.7165639484992682,-0.0850616057409884,0.1779,0.18,0.546,0.273
1.1190859552388497,Oxycodone,chronic pain,"""Use for Chronic pain. This is 4 Spinal Surgeries History. Have: Spinal Stenosis, DDD, Bone Chips &amp; lots of Scar tissue.""",7,6-Jul-14,1.222865484675374,0.2127176805224877,Partially Effective,1,Oxycodone,chronic pain,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.8890873775247613,-0.9280929485995332,-1.0274697553155094,0.7165639484992682,0.5675995137042078,-0.5106,0.148,0.852,0.0
